0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.006412
0.000006, 0.000000, 0.000000, 0.012800
0.000020, 0.000000, 0.000000, 0.019385
0.000039, 0.000000, 0.000000, 0.025674
0.000065, 0.000000, 0.000000, 0.032269
0.000096, 0.000000, 0.000000, 0.038361
0.000135, 0.000000, -0.000000, 0.044635
0.000179, -0.000000, -0.000001, 0.050974
0.000230, -0.000000, -0.000003, 0.057269
0.000287, -0.000000, -0.000005, 0.063447
0.000352, -0.000000, -0.000008, 0.069900
0.000421, -0.000000, -0.000012, 0.076108
0.000496, -0.000000, -0.000017, 0.082206
0.000578, -0.000000, -0.000023, 0.088488
0.000670, -0.000000, -0.000031, 0.094890
0.000766, -0.000000, -0.000041, 0.101216
0.000867, -0.000000, -0.000051, 0.107365
0.000970, -0.000000, -0.000063, 0.113288
0.001083, -0.000000, -0.000078, 0.119436
0.001202, -0.000000, -0.000094, 0.125561
0.001328, -0.000000, -0.000112, 0.131704
0.001465, -0.000000, -0.000133, 0.138118
0.001600, -0.000000, -0.000155, 0.144069
0.001743, -0.000000, -0.000180, 0.150118
0.001892, -0.000000, -0.000208, 0.156170
0.002047, -0.000000, -0.000238, 0.162203
0.002216, -0.000000, -0.000272, 0.168492
0.002381, -0.000000, -0.000307, 0.174412
0.002561, -0.000000, -0.000347, 0.180645
0.002741, -0.000000, -0.000389, 0.186626
0.002919, -0.000000, -0.000432, 0.192371
0.003112, -0.000001, -0.000481, 0.198369
0.003310, -0.000001, -0.000533, 0.204350
0.003518, -0.000001, -0.000589, 0.210425
0.003736, -0.000001, -0.000651, 0.216597
0.003944, -0.000001, -0.000711, 0.222293
0.004167, -0.000001, -0.000778, 0.228240
0.004391, -0.000001, -0.000848, 0.234050
0.004626, -0.000002, -0.000924, 0.239985
0.004869, -0.000002, -0.001004, 0.245953
0.005114, -0.000002, -0.001087, 0.251796
0.005363, -0.000002, -0.001174, 0.257617
0.005630, -0.000003, -0.001270, 0.263677
0.005884, -0.000003, -0.001364, 0.269293
0.006154, -0.000003, -0.001467, 0.275136
0.006439, -0.000004, -0.001578, 0.281165
0.006716, -0.000004, -0.001688, 0.286879
0.007007, -0.000005, -0.001807, 0.292757
0.007291, -0.000005, -0.001927, 0.298374
0.007586, -0.000006, -0.002053, 0.304076
0.007895, -0.000006, -0.002189, 0.309920
0.008212, -0.000007, -0.002331, 0.315796
0.008528, -0.000008, -0.002476, 0.321520
0.008849, -0.000009, -0.002626, 0.327235
0.009168, -0.000009, -0.002779, 0.332781
0.009510, -0.000010, -0.002946, 0.338633
0.009839, -0.000011, -0.003110, 0.344150
0.010192, -0.000012, -0.003289, 0.349976
0.010550, -0.000014, -0.003475, 0.355751
0.010889, -0.000015, -0.003654, 0.361127
0.011251, -0.000016, -0.003849, 0.366773
0.011629, -0.000018, -0.004056, 0.372570
0.011995, -0.000019, -0.004260, 0.378075
0.012377, -0.000021, -0.004478, 0.383739
0.012761, -0.000022, -0.004700, 0.389317
0.013135, -0.000024, -0.004920, 0.394674
0.013528, -0.000026, -0.005155, 0.400210
0.013928, -0.000028, -0.005394, 0.405756
0.014353, -0.000030, -0.005649, 0.411551
0.014757, -0.000033, -0.005890, 0.416978
0.015170, -0.000035, -0.006137, 0.422433
0.015607, -0.000038, -0.006399, 0.428129
0.016023, -0.000040, -0.006648, 0.433461
0.016453, -0.000043, -0.006905, 0.438885
0.016886, -0.000046, -0.007164, 0.444275
0.017355, -0.000050, -0.007444, 0.450033
0.017806, -0.000053, -0.007714, 0.455485
0.018240, -0.000056, -0.007974, 0.460668
0.018696, -0.000060, -0.008247, 0.466029
0.019175, -0.000064, -0.008533, 0.471585
0.019648, -0.000068, -0.008816, 0.476995
0.020130, -0.000072, -0.009105, 0.482434
0.020610, -0.000077, -0.009392, 0.487778
0.021093, -0.000081, -0.009681, 0.493091
0.021580, -0.000086, -0.009972, 0.498372
0.022070, -0.000091, -0.010265, 0.503613
0.022584, -0.000096, -0.010573, 0.509056
0.023095, -0.000101, -0.010878, 0.514387
0.023608, -0.000107, -0.011185, 0.519677
0.024126, -0.000113, -0.011495, 0.524950
0.024664, -0.000119, -0.011817, 0.530359
0.025178, -0.000125, -0.011817, 0.535471
0.025742, -0.000134, -0.011839, 0.541010
0.026295, -0.000144, -0.011883, 0.546372
0.026804, -0.000155, -0.011940, 0.551249
0.027352, -0.000169, -0.012017, 0.556440
0.027914, -0.000185, -0.012111, 0.561708
0.028462, -0.000203, -0.012216, 0.566790
0.029036, -0.000222, -0.012339, 0.572042
0.029598, -0.000243, -0.012471, 0.577135
0.030183, -0.000266, -0.012618, 0.582383
0.030776, -0.000292, -0.012778, 0.587634
0.031361, -0.000318, -0.012945, 0.592765
0.031938, -0.000345, -0.013118, 0.597769
0.032545, -0.000376, -0.013307, 0.602977
0.033143, -0.000407, -0.013501, 0.608055
0.033758, -0.000440, -0.013708, 0.613222
0.034370, -0.000475, -0.013919, 0.618314
0.034974, -0.000510, -0.014134, 0.623283
0.035613, -0.000548, -0.014367, 0.628491
0.036239, -0.000587, -0.014600, 0.633538
0.036879, -0.000628, -0.014843, 0.638648
0.037514, -0.000670, -0.015089, 0.643666
0.038132, -0.000711, -0.015333, 0.648502
0.038813, -0.000758, -0.015605, 0.653781
0.039431, -0.000802, -0.015856, 0.658517
0.040097, -0.000850, -0.016131, 0.663585
0.040759, -0.000899, -0.016406, 0.668564
0.041452, -0.000951, -0.016698, 0.673732
0.042098, -0.001000, -0.016974, 0.678507
0.042763, -0.001052, -0.017261, 0.683375
0.043455, -0.001106, -0.017561, 0.688388
0.044142, -0.001161, -0.017862, 0.693324
0.044832, -0.001218, -0.018168, 0.698239
0.045528, -0.001275, -0.018478, 0.703147
0.046230, -0.001334, -0.018793, 0.708054
0.046926, -0.001393, -0.019108, 0.712878
0.047658, -0.001456, -0.019441, 0.717900
0.048352, -0.001516, -0.019758, 0.722623
0.049105, -0.001582, -0.020105, 0.727704
0.049851, -0.001649, -0.020450, 0.732686
